country_region,confirmed,deaths,recovered,active,new_confirmed,new_deaths,new_recovered
Afghanistan,4403.0,120.0,558.0,3725.0,361.0,5.0,56.0
Albania,868.0,31.0,650.0,187.0,12.0,0.0,23.0
Algeria,5723.0,502.0,2678.0,2543.0,165.0,8.0,132.0
Andorra,755.0,48.0,550.0,157.0,1.0,0.0,5.0
Angola,45.0,2.0,13.0,30.0,2.0,0.0,0.0
Antigua and Barbuda,25.0,3.0,19.0,3.0,0.0,0.0,0.0
Argentina,6034.0,305.0,1757.0,3972.0,258.0,5.0,29.0
Armenia,3313.0,45.0,1325.0,1943.0,138.0,1.0,58.0
Australia,6948.0,97.0,6167.0,684.0,9.0,0.0,26.0
Austria,15871.0,618.0,13991.0,1262.0,38.0,3.0,63.0
Azerbaijan,2519.0,32.0,1650.0,837.0,97.0,1.0,30.0
Bahamas,92.0,11.0,37.0,44.0,0.0,0.0,0.0
Bahrain,4941.0,8.0,2070.0,2863.0,167.0,0.0,15.0
Bangladesh,14657.0,228.0,2650.0,11779.0,887.0,14.0,236.0
Barbados,84.0,7.0,57.0,20.0,0.0,0.0,0.0
Belarus,22973.0,131.0,6406.0,16436.0,921.0,5.0,356.0
Belgium,53081.0,8656.0,13642.0,30783.0,485.0,75.0,231.0
Belize,18.0,2.0,16.0,0.0,0.0,0.0,0.0
Benin,319.0,2.0,62.0,255.0,35.0,0.0,0.0
Bhutan,7.0,0.0,5.0,2.0,0.0,0.0,0.0
Bolivia,2556.0,118.0,273.0,2165.0,119.0,4.0,15.0
Bosnia and Herzegovina,2117.0,107.0,1106.0,904.0,27.0,5.0,47.0
Botswana,23.0,1.0,12.0,10.0,0.0,0.0,0.0
Brazil,162699.0,11123.0,64957.0,86619.0,6638.0,467.0,3272.0
Brunei,141.0,1.0,134.0,6.0,0.0,0.0,2.0
Bulgaria,1965.0,91.0,444.0,1430.0,44.0,1.0,22.0
Burkina Faso,751.0,49.0,577.0,125.0,3.0,1.0,8.0
